"","from","to","x","y"
"1024","n14","n1739",16.5387797098602,94.3976264175019
"1025","n14","n1754",16.5387797098602,94.3976264175019
"1026","n140","n1412",233.064708514943,211.226484982685
"1027","n1400","n286",87.2801881215072,7.77841183735888
"1028","n1400","n552",87.2801881215072,7.77841183735888
"1029","n1400","n641",87.2801881215072,7.77841183735888
"1030","n1400","n656",87.2801881215072,7.77841183735888
"1031","n1400","n678",87.2801881215072,7.77841183735888
"1032","n1400","n871",87.2801881215072,7.77841183735888
"1033","n1400","n876",87.2801881215072,7.77841183735888
"1034","n1400","n933",87.2801881215072,7.77841183735888
"1035","n1400","n971",87.2801881215072,7.77841183735888
"1036","n1400","n1582",87.2801881215072,7.77841183735888
"1037","n1401","n735",-92.5870634422659,36.7513861315437
"1038","n1401","n1365",-92.5870634422659,36.7513861315437
"1039","n1401","n1415",-92.5870634422659,36.7513861315437
"1040","n1401","n1521",-92.5870634422659,36.7513861315437
"1041","n1401","n1565",-92.5870634422659,36.7513861315437
"1042","n1402","n1180",-91.3993811842685,71.5982492201122
"1043","n1402","n1334",-91.3993811842685,71.5982492201122
"1044","n1402","n1868",-91.3993811842685,71.5982492201122
"1045","n1402","n1873",-91.3993811842685,71.5982492201122
"1046","n1402","n1936",-91.3993811842685,71.5982492201122
"1047","n1402","n1986",-91.3993811842685,71.5982492201122
"1048","n1404","n368",248.643173813944,200.570857196599
"1049","n1407","n631",-110.126541405229,-56.8797510729797
"1050","n1407","n759",-110.126541405229,-56.8797510729797
"1051","n1407","n1977",-110.126541405229,-56.8797510729797
"1052","n1408","n536",-107.272115427353,59.4808207470988
"1053","n1408","n832",-107.272115427353,59.4808207470988
"1054","n1408","n1036",-107.272115427353,59.4808207470988
"1055","n1408","n1125",-107.272115427353,59.4808207470988
"1056","n1408","n1156",-107.272115427353,59.4808207470988
"1057","n1408","n1233",-107.272115427353,59.4808207470988
"1058","n1408","n1521",-107.272115427353,59.4808207470988
"1059","n1408","n1693",-107.272115427353,59.4808207470988
"1060","n1409","n524",129.430733092787,275.249996249936
"1061","n141","n1281",329.389785759671,37.5340922243721
"1062","n1410","n1451",-169.606229435314,-109.217672919869
"1063","n1411","n1471",216.674948109319,-38.8688511516651
"1064","n1412","n140",232.78694159318,205.244032426716
"1065","n1413","n1362",69.9216653169472,-150.068400465555
"1066","n1414","n224",10.474615781077,245.218237977257
"1067","n1415","n187",-55.5033537253205,69.2721907009254
"1068","n1415","n376",-55.5033537253205,69.2721907009254
"1069","n1415","n650",-55.5033537253205,69.2721907009254
"1070","n1415","n746",-55.5033537253205,69.2721907009254
"1071","n1415","n761",-55.5033537253205,69.2721907009254
"1072","n1415","n776",-55.5033537253205,69.2721907009254
"1073","n1415","n988",-55.5033537253205,69.2721907009254
"1074","n1415","n1233",-55.5033537253205,69.2721907009254
"1075","n1415","n1401",-55.5033537253205,69.2721907009254
"1076","n1415","n1522",-55.5033537253205,69.2721907009254
"1077","n1415","n1719",-55.5033537253205,69.2721907009254
"1078","n1415","n1722",-55.5033537253205,69.2721907009254
"1079","n1417","n13",214.820927989982,-164.385059148683
"1080","n1418","n109",50.3451284954755,39.4574929558898
"1081","n1418","n1450",50.3451284954755,39.4574929558898
"1082","n1418","n1750",50.3451284954755,39.4574929558898
"1083","n1419","n824",314.695859459074,57.3755485781714
"1084","n1419","n966",314.695859459074,57.3755485781714
"1085","n1421","n1421",208.539595453841,201.686129731412
"1086","n1422","n224",-29.7985712308504,223.210398656236
"1087","n1423","n1450",29.7216610445746,-50.0744324637925
"1088","n1424","n539",92.4771583274584,-28.5909378402805
"1089","n1424","n540",92.4771583274584,-28.5909378402805
"1090","n1424","n1219",92.4771583274584,-28.5909378402805
"1091","n1424","n1271",92.4771583274584,-28.5909378402805
"1092","n1424","n1339",92.4771583274584,-28.5909378402805
"1093","n1424","n1424",92.4771583274584,-28.5909378402805
"1094","n1424","n2069",92.4771583274584,-28.5909378402805
"1095","n1425","n1253",-159.629761286149,56.1681806527929
"1096","n1426","n1625",51.1777861921503,284.996815490724
"1097","n1427","n720",269.294029753162,213.727180248462
"1098","n1427","n736",269.294029753162,213.727180248462
"1099","n1428","n720",261.92672835449,203.756428482709
"1100","n1429","n48",-117.169666763968,102.281687015652
"1101","n1429","n127",-117.169666763968,102.281687015652
"1102","n1429","n784",-117.169666763968,102.281687015652
"1103","n1430","n1533",-49.8093965613086,-180.525618591972
"1104","n1431","n278",304.804188880403,-77.4846949044107
"1105","n1432","n520",16.6457115042686,-65.486029194102
"1106","n1432","n819",16.6457115042686,-65.486029194102
"1107","n1433","n903",197.12187366366,-165.638181545058
"1108","n1433","n1215",197.12187366366,-165.638181545058
"1109","n1435","n1685",165.654530269999,34.8035997687966
"1110","n1436","n680",-19.1834399321137,113.141424967018
"1111","n1437","n888",171.077564782303,-164.551305493058
"1112","n1437","n889",171.077564782303,-164.551305493058
"1113","n1438","n224",-34.285885040591,227.691257111091
"1114","n1439","n682",158.623525837878,-28.1757118847163
"1115","n1439","n1121",158.623525837878,-28.1757118847163
"1116","n1439","n1294",158.623525837878,-28.1757118847163
"1117","n144","n1183",-47.7214011617451,49.8859435855143
"1118","n1440","n943",225.449988311612,-106.217764217294
"1119","n1441","n199",43.905590971351,200.600531928453
"1120","n1442","n331",125.198033877955,233.311061738914
"1121","n1443","n929",150.191200033988,64.4656449224171
"1122","n1444","n4",108.994361374588,154.246107626315
"1123","n1444","n74",108.994361374588,154.246107626315
"1124","n1444","n249",108.994361374588,154.246107626315
"1125","n1444","n672",108.994361374588,154.246107626315
"1126","n1444","n1244",108.994361374588,154.246107626315
"1127","n1445","n203",77.7884718536181,-24.8418948507227
"1128","n1445","n205",77.7884718536181,-24.8418948507227
"1129","n1445","n471",77.7884718536181,-24.8418948507227
"1130","n1445","n920",77.7884718536181,-24.8418948507227
"1131","n1445","n929",77.7884718536181,-24.8418948507227
"1132","n1445","n1197",77.7884718536181,-24.8418948507227
"1133","n1446","n224",17.6472462008829,232.389595627053
"1134","n1447","n1448",-115.601870015282,-36.1878607352387
"1135","n1448","n64",-80.2388593539103,-22.2704748178854
"1136","n1448","n1063",-80.2388593539103,-22.2704748178854
"1137","n1448","n1447",-80.2388593539103,-22.2704748178854
"1138","n1450","n349",26.7977010936031,-18.7694762592046
"1139","n1450","n819",26.7977010936031,-18.7694762592046
"1140","n1450","n1252",26.7977010936031,-18.7694762592046
"1141","n1450","n1418",26.7977010936031,-18.7694762592046
"1142","n1450","n1423",26.7977010936031,-18.7694762592046
"1143","n1451","n1309",-161.197170298217,-97.5059765996721
"1144","n1451","n1410",-161.197170298217,-97.5059765996721
"1145","n1452","n873",-55.3939262229194,-165.680070595344
"1146","n1453","n1296",-89.614687245408,-137.18443279645
"1147","n1454","n1045",-19.9587927617298,-163.754335742855
"1148","n1454","n1147",-19.9587927617298,-163.754335742855
"1149","n1455","n224",-2.09984971035378,245.166018634553
"1150","n1456","n1277",145.301211748478,-157.286850790388
"1151","n1457","n42",-15.2404246451999,-177.297371481833
"1152","n1457","n533",-15.2404246451999,-177.297371481833
"1153","n1458","n1390",174.689041481702,-56.7251960567006
"1154","n1459","n529",235.533799426179,70.4529456733459
"1155","n146","n523",3.79793369560324,-230.148509885477
"1156","n1460","n492",-157.454428403743,93.6337407013622
"1157","n1461","n492",-79.1253146576753,54.5624670940559
"1158","n1461","n1183",-79.1253146576753,54.5624670940559
"1159","n1462","n403",102.673104995328,-30.0844501391915
"1160","n1462","n1355",102.673104995328,-30.0844501391915
"1161","n1462","n1846",102.673104995328,-30.0844501391915
"1162","n1464","n310",17.5800555150778,53.3793352143896
"1163","n1464","n349",17.5800555150778,53.3793352143896
"1164","n1464","n377",17.5800555150778,53.3793352143896
"1165","n1464","n1000",17.5800555150778,53.3793352143896
"1166","n1464","n1519",17.5800555150778,53.3793352143896
"1167","n1464","n1581",17.5800555150778,53.3793352143896
"1168","n1465","n167",76.3766744110153,284.209275800084
"1169","n1466","n1223",-144.131658281675,161.552905837986
"1170","n1467","n754",141.415399343013,283.650496785903
"1171","n1467","n1153",141.415399343013,283.650496785903
"1172","n1468","n271",-5.18701585679829,-47.5464111648938
"1173","n1468","n920",-5.18701585679829,-47.5464111648938
"1174","n1469","n605",-71.9730066511527,216.601862047362
"1175","n147","n1034",119.697724245162,-182.320642640347
"1176","n1470","n1698",-15.7692397287624,-2.06555079516929
"1177","n1471","n311",185.490205887465,-35.4156341202359
"1178","n1471","n974",185.490205887465,-35.4156341202359
"1179","n1471","n1007",185.490205887465,-35.4156341202359
"1180","n1471","n1338",185.490205887465,-35.4156341202359
"1181","n1471","n1411",185.490205887465,-35.4156341202359
"1182","n1472","n1486",207.720719889505,213.13979623616
"1183","n1474","n150",4.92512418338205,-29.2933705266137
"1184","n1474","n577",4.92512418338205,-29.2933705266137
"1185","n1474","n596",4.92512418338205,-29.2933705266137
"1186","n1474","n1256",4.92512418338205,-29.2933705266137
"1187","n1475","n224",-13.857417438704,219.105853822803
"1188","n1476","n403",185.333775343379,-10.9066807704981
"1189","n1477","n631",-100.784111953694,-68.4575379778151
"1190","n1478","n570",-27.5527508124846,81.9220963810887
"1191","n1478","n571",-27.5527508124846,81.9220963810887
"1192","n1478","n1146",-27.5527508124846,81.9220963810887
"1193","n1478","n1359",-27.5527508124846,81.9220963810887
"1194","n1479","n42",-35.3071647926733,-131.318488458511
"1195","n1479","n375",-35.3071647926733,-131.318488458511
"1196","n1479","n1533",-35.3071647926733,-131.318488458511
"1197","n148","n536",-136.624017458689,-54.2756871532492
"1198","n148","n1776",-136.624017458689,-54.2756871532492
"1199","n148","n1777",-136.624017458689,-54.2756871532492
"1200","n148","n1820",-136.624017458689,-54.2756871532492
"1201","n1480","n920",64.6324791633615,-99.0835153608391
"1202","n1481","n693",155.762585271948,-107.897729049694
"1203","n1481","n1564",155.762585271948,-107.897729049694
"1204","n1482","n1050",65.8463917827165,284.495189656255
"1205","n1482","n1067",65.8463917827165,284.495189656255
"1206","n1484","n37",107.418096310527,76.3223768104339
"1207","n1484","n249",107.418096310527,76.3223768104339
"1208","n1484","n348",107.418096310527,76.3223768104339
"1209","n1484","n499",107.418096310527,76.3223768104339
"1210","n1484","n929",107.418096310527,76.3223768104339
"1211","n1484","n1137",107.418096310527,76.3223768104339
"1212","n1484","n1373",107.418096310527,76.3223768104339
"1213","n1485","n199",49.5491152707226,204.572180318449
"1214","n1486","n1472",211.393971331316,207.720086567132
"1215","n1487","n224",-33.1771508898909,219.014811196973
"1216","n1488","n857",83.4670239490491,-104.695744057772
"1217","n1489","n3",61.6273817797882,181.91631129344
"1218","n1489","n235",61.6273817797882,181.91631129344
"1219","n149","n1223",-147.691099657549,158.982095168143
"1220","n1490","n203",89.599909893117,-97.1576580808996
"1221","n1490","n857",89.599909893117,-97.1576580808996
"1222","n1491","n1135",76.5415870154095,-31.1826637301594
"1223","n1491","n1162",76.5415870154095,-31.1826637301594
"1224","n1491","n1219",76.5415870154095,-31.1826637301594
"1225","n1491","n1333",76.5415870154095,-31.1826637301594
"1226","n1492","n184",33.656725296137,-95.5765563564033
"1227","n1492","n203",33.656725296137,-95.5765563564033
"1228","n1493","n1181",209.042606334306,227.92818197984
"1229","n1494","n699",103.045272254144,95.677927044271
"1230","n1494","n871",103.045272254144,95.677927044271
"1231","n1495","n1901",247.192855640888,-38.2759994631501
"1232","n1496","n759",-136.366613880127,-104.390115503218
"1233","n1497","n150",-65.3507967962097,-56.5187778677683
"1234","n1497","n472",-65.3507967962097,-56.5187778677683
"1235","n1497","n535",-65.3507967962097,-56.5187778677683
"1236","n1497","n609",-65.3507967962097,-56.5187778677683
"1237","n1497","n1296",-65.3507967962097,-56.5187778677683
"1238","n1497","n1621",-65.3507967962097,-56.5187778677683
"1239","n1498","n30",168.655671098885,258.140469883569
"1240","n1499","n499",65.7865658086707,-25.5650169474576
"1241","n1499","n568",65.7865658086707,-25.5650169474576
"1242","n1499","n646",65.7865658086707,-25.5650169474576
"1243","n1499","n812",65.7865658086707,-25.5650169474576
"1244","n1499","n1360",65.7865658086707,-25.5650169474576
"1245","n1499","n1499",65.7865658086707,-25.5650169474576
"1246","n1499","n1504",65.7865658086707,-25.5650169474576
"1247","n1499","n1568",65.7865658086707,-25.5650169474576
"1248","n1499","n1628",65.7865658086707,-25.5650169474576
"1249","n1499","n1843",65.7865658086707,-25.5650169474576
"1250","n15","n123",-116.142283236338,57.3896024236702
"1251","n15","n366",-116.142283236338,57.3896024236702
"1252","n15","n687",-116.142283236338,57.3896024236702
"1253","n15","n909",-116.142283236338,57.3896024236702
"1254","n15","n1125",-116.142283236338,57.3896024236702
"1255","n15","n1548",-116.142283236338,57.3896024236702
"1256","n15","n1715",-116.142283236338,57.3896024236702
"1257","n15","n1733",-116.142283236338,57.3896024236702
"1258","n15","n1734",-116.142283236338,57.3896024236702
"1259","n15","n1735",-116.142283236338,57.3896024236702
"1260","n15","n1736",-116.142283236338,57.3896024236702
"1261","n150","n17",-32.2418831139649,-27.294474359523
"1262","n150","n164",-32.2418831139649,-27.294474359523
"1263","n150","n184",-32.2418831139649,-27.294474359523
"1264","n150","n271",-32.2418831139649,-27.294474359523
"1265","n150","n283",-32.2418831139649,-27.294474359523
"1266","n150","n375",-32.2418831139649,-27.294474359523
"1267","n150","n376",-32.2418831139649,-27.294474359523
"1268","n150","n397",-32.2418831139649,-27.294474359523
"1269","n150","n409",-32.2418831139649,-27.294474359523
"1270","n150","n476",-32.2418831139649,-27.294474359523
"1271","n150","n746",-32.2418831139649,-27.294474359523
"1272","n150","n954",-32.2418831139649,-27.294474359523
"1273","n150","n986",-32.2418831139649,-27.294474359523
"1274","n150","n1063",-32.2418831139649,-27.294474359523
"1275","n150","n1123",-32.2418831139649,-27.294474359523
"1276","n150","n1169",-32.2418831139649,-27.294474359523
"1277","n150","n1320",-32.2418831139649,-27.294474359523
"1278","n150","n1359",-32.2418831139649,-27.294474359523
"1279","n150","n1474",-32.2418831139649,-27.294474359523
"1280","n150","n1497",-32.2418831139649,-27.294474359523
"1281","n150","n1698",-32.2418831139649,-27.294474359523
"1282","n150","n1714",-32.2418831139649,-27.294474359523
"1283","n150","n1790",-32.2418831139649,-27.294474359523
"1284","n150","n1979",-32.2418831139649,-27.294474359523
"1285","n150","n1980",-32.2418831139649,-27.294474359523
"1286","n150","n1981",-32.2418831139649,-27.294474359523
"1287","n150","n1982",-32.2418831139649,-27.294474359523
"1288","n150","n1983",-32.2418831139649,-27.294474359523
"1289","n150","n1984",-32.2418831139649,-27.294474359523
"1290","n150","n1985",-32.2418831139649,-27.294474359523
"1291","n1502","n348",94.9973588487339,39.0112757747327
"1292","n1502","n778",94.9973588487339,39.0112757747327
"1293","n1502","n1150",94.9973588487339,39.0112757747327
"1294","n1502","n1392",94.9973588487339,39.0112757747327
"1295","n1503","n382",-8.6242453834018,170.440733783283
"1296","n1504","n568",92.433822281757,-52.3931826648464
"1297","n1504","n812",92.433822281757,-52.3931826648464
"1298","n1504","n1360",92.433822281757,-52.3931826648464
"1299","n1504","n1499",92.433822281757,-52.3931826648464
"1300","n1505","n638",100.518898733072,148.321271366262
"1301","n1506","n1524",265.682488146332,151.683676061851
"1302","n1507","n1281",341.699440171105,45.6897653723512
"1303","n1508","n929",151.592707915952,53.0147476839958
"1304","n1509","n229",213.833980344113,97.7890094947764
"1305","n1509","n379",213.833980344113,97.7890094947764
"1306","n151","n70",-177.448064312139,6.13009618135707
"1307","n151","n536",-177.448064312139,6.13009618135707
"1308","n151","n1228",-177.448064312139,6.13009618135707
"1309","n1512","n403",166.942676279207,-36.9329704138077
"1310","n1512","n1390",166.942676279207,-36.9329704138077
"1311","n1513","n224",7.94261512623347,247.938039371244
"1312","n1514","n660",228.770885629217,-6.69337222820309
"1313","n1515","n1055",61.1491229393749,-233.585957905866
"1314","n1515","n1152",61.1491229393749,-233.585957905866
"1315","n1515","n2041",61.1491229393749,-233.585957905866
"1316","n1517","n631",-101.939779705017,-87.4457891648595
"1317","n1517","n1087",-101.939779705017,-87.4457891648595
"1318","n1517","n1179",-101.939779705017,-87.4457891648595
"1319","n1517","n1296",-101.939779705017,-87.4457891648595
"1320","n1518","n958",166.300473727037,286.246174821737
"1321","n1519","n1464",33.9631431144085,81.9370989802105
"1322","n152","n594",-39.7193966795179,155.306272733927
"1323","n1520","n402",-116.640894995696,-174.814763836986
"1324","n1521","n536",-135.372203659116,45.5506307070258
"1325","n1521","n847",-135.372203659116,45.5506307070258
"1326","n1521","n1380",-135.372203659116,45.5506307070258
"1327","n1521","n1401",-135.372203659116,45.5506307070258
"1328","n1521","n1408",-135.372203659116,45.5506307070258
"1329","n1521","n1587",-135.372203659116,45.5506307070258
"1330","n1522","n376",-96.5451927666477,79.7948308699293
"1331","n1522","n731",-96.5451927666477,79.7948308699293
"1332","n1522","n916",-96.5451927666477,79.7948308699293
"1333","n1522","n1415",-96.5451927666477,79.7948308699293
"1334","n1522","n1693",-96.5451927666477,79.7948308699293
"1335","n1523","n101",167.757646675415,234.070335589824
"1336","n1523","n180",167.757646675415,234.070335589824
"1337","n1523","n181",167.757646675415,234.070335589824
"1338","n1524","n1506",267.142274683337,145.533569646939
"1339","n1525","n455",-184.942857486067,33.8629304954086
"1340","n1525","n714",-184.942857486067,33.8629304954086
"1341","n1526","n224",14.111433251971,221.696779050907
"1342","n1527","n761",-110.113745326885,28.7874227291151
"1343","n1528","n450",-144.071505413319,-39.4933155822299
"1344","n1528","n868",-144.071505413319,-39.4933155822299
"1345","n1529","n1698",-8.1478461716899,-11.7709845767902
"1346","n153","n224",-30.1030118704344,229.41404967045
"1347","n1530","n639",291.225301229829,84.0390646893638
"1348","n1531","n1680",-28.0658340017611,183.687871572197
"1349","n1532","n37",128.658406614399,57.4176639043755
"1350","n1532","n499",128.658406614399,57.4176639043755
"1351","n1532","n929",128.658406614399,57.4176639043755
"1352","n1533","n375",-38.7090080534143,-146.051337731815
"1353","n1533","n406",-38.7090080534143,-146.051337731815
"1354","n1533","n1430",-38.7090080534143,-146.051337731815
"1355","n1533","n1479",-38.7090080534143,-146.051337731815
"1356","n1534","n72",123.338297170729,148.107255748221
"1357","n1534","n506",123.338297170729,148.107255748221
"1358","n1534","n1783",123.338297170729,148.107255748221
"1359","n1535","n1144",95.0012730877881,-64.4738094864866
"1360","n1536","n29",-123.820899848277,-3.66649398188735
"1361","n1536","n123",-123.820899848277,-3.66649398188735
"1362","n1536","n313",-123.820899848277,-3.66649398188735
"1363","n1536","n398",-123.820899848277,-3.66649398188735
"1364","n1536","n536",-123.820899848277,-3.66649398188735
"1365","n1536","n811",-123.820899848277,-3.66649398188735
"1366","n1536","n906",-123.820899848277,-3.66649398188735
"1367","n1536","n1064",-123.820899848277,-3.66649398188735
"1368","n1536","n1650",-123.820899848277,-3.66649398188735
"1369","n1536","n1824",-123.820899848277,-3.66649398188735
"1370","n1537","n946",62.2840221390718,-222.223883614921
"1371","n1538","n1722",-84.625551436274,80.7420241868112
"1372","n1539","n203",45.1038254763729,-68.5452269367713
"1373","n1539","n520",45.1038254763729,-68.5452269367713
"1374","n154","n1383",104.127664449129,-154.072805636069
"1375","n1542","n527",-109.134712923911,-24.5775071106447
"1376","n1542","n1862",-109.134712923911,-24.5775071106447
"1377","n1542","n1974",-109.134712923911,-24.5775071106447
"1378","n1543","n1652",61.471146009333,310.283473530167
"1379","n1544","n1544",318.437434504366,132.055905072925
"1380","n1545","n590",81.1732920541042,-229.358966490411
"1381","n1547","n238",148.301780092703,125.535405903885
"1382","n1547","n611",148.301780092703,125.535405903885
"1383","n1547","n2008",148.301780092703,125.535405903885
"1384","n1547","n2010",148.301780092703,125.535405903885
"1385","n1548","n15",-142.575659247414,80.3937355856214
"1386","n1548","n305",-142.575659247414,80.3937355856214
"1387","n1548","n366",-142.575659247414,80.3937355856214
"1388","n1548","n816",-142.575659247414,80.3937355856214
"1389","n1548","n951",-142.575659247414,80.3937355856214
"1390","n1548","n2009",-142.575659247414,80.3937355856214
"1391","n1549","n765",-207.972391893377,102.669748302098
"1392","n155","n77",152.936694289014,146.601517452603
"1393","n1550","n611",188.818283019572,172.615278947757
"1394","n1551","n1609",308.48632156939,100.462672522153
"1395","n1552","n1219",55.322758148358,0.501919068456862
"1396","n1552","n1333",55.322758148358,0.501919068456862
"1397","n1552","n1846",55.322758148358,0.501919068456862
"1398","n1553","n895",-126.494397453492,127.31715850263
"1399","n1553","n1154",-126.494397453492,127.31715850263
"1400","n1554","n528",51.9289080085564,-174.053021817138
"1401","n1554","n807",51.9289080085564,-174.053021817138
"1402","n1554","n936",51.9289080085564,-174.053021817138
"1403","n1555","n357",59.2039598694039,25.6893738811121
"1404","n1557","n402",-115.486051841368,-127.419950219292
"1405","n1557","n578",-115.486051841368,-127.419950219292
"1406","n1557","n1947",-115.486051841368,-127.419950219292
"1407","n1557","n1948",-115.486051841368,-127.419950219292
"1408","n1558","n1226",-62.5826188607816,133.711022900235
"1409","n1559","n543",205.906462546547,267.209804145157
"1410","n156","n625",-89.6852210566473,-54.9367164351412
"1411","n1560","n945",-195.477963980017,-38.9794974802875
"1412","n1561","n185",-7.65840466082601,11.1625779960477
"1413","n1561","n662",-7.65840466082601,11.1625779960477
"1414","n1561","n1750",-7.65840466082601,11.1625779960477
"1415","n1562","n1133",18.8698963141404,286.318263408923
"1416","n1563","n819",26.290518871806,-113.494061326072
"1417","n1564","n425",158.974283567938,-114.076978859719
"1418","n1564","n693",158.974283567938,-114.076978859719
"1419","n1564","n1481",158.974283567938,-114.076978859719
"1420","n1565","n187",-83.2183962072818,29.8336380511584
"1421","n1565","n948",-83.2183962072818,29.8336380511584
"1422","n1565","n1334",-83.2183962072818,29.8336380511584
"1423","n1565","n1401",-83.2183962072818,29.8336380511584
"1424","n1565","n1789",-83.2183962072818,29.8336380511584
"1425","n1566","n555",162.704461243946,109.613495082784
"1426","n1566","n1615",162.704461243946,109.613495082784
"1427","n1567","n631",-102.865466153731,-64.4208733153772
"1428","n1568","n1499",100.15746438819,-45.158281385073
"1429","n1569","n506",127.365052463303,128.637519123139
"1430","n157","n203",101.553552231332,-127.557871756083
"1431","n1570","n89",154.611205001903,-1.28503281115304
"1432","n1570","n589",154.611205001903,-1.28503281115304
"1433","n1570","n660",154.611205001903,-1.28503281115304
"1434","n1570","n800",154.611205001903,-1.28503281115304
"1435","n1570","n929",154.611205001903,-1.28503281115304
"1436","n1570","n1312",154.611205001903,-1.28503281115304
"1437","n1573","n91",123.213456729322,27.0321356275123
"1438","n1573","n1846",123.213456729322,27.0321356275123
"1439","n1574","n648",-161.780461635196,16.0065338474609
"1440","n1575","n72",127.23684028857,131.77547732451
"1441","n1575","n506",127.23684028857,131.77547732451
"1442","n1576","n1680",-32.1827142937151,182.151438440572
"1443","n1577","n224",0.591204222167004,249.421119773779
"1444","n1578","n819",20.5126650525005,-114.094777584381
"1445","n1579","n172",18.2593598292771,166.482081974194
"1446","n1579","n891",18.2593598292771,166.482081974194
"1447","n1579","n1148",18.2593598292771,166.482081974194
"1448","n1579","n1308",18.2593598292771,166.482081974194
"1449","n158","n912",-82.7116068755483,62.3754979152895
"1450","n158","n1183",-82.7116068755483,62.3754979152895
"1451","n158","n2090",-82.7116068755483,62.3754979152895
"1452","n158","n2091",-82.7116068755483,62.3754979152895
"1453","n1581","n680",-19.0095699645136,14.1103290030783
"1454","n1581","n757",-19.0095699645136,14.1103290030783
"1455","n1581","n1464",-19.0095699645136,14.1103290030783
"1456","n1582","n196",86.3150851667066,-60.3934299266883
"1457","n1582","n349",86.3150851667066,-60.3934299266883
"1458","n1582","n604",86.3150851667066,-60.3934299266883
"1459","n1582","n732",86.3150851667066,-60.3934299266883
"1460","n1582","n894",86.3150851667066,-60.3934299266883
"1461","n1582","n1150",86.3150851667066,-60.3934299266883
"1462","n1582","n1362",86.3150851667066,-60.3934299266883
"1463","n1582","n1383",86.3150851667066,-60.3934299266883
"1464","n1582","n1392",86.3150851667066,-60.3934299266883
"1465","n1582","n1400",86.3150851667066,-60.3934299266883
"1466","n1582","n1666",86.3150851667066,-60.3934299266883
"1467","n1583","n34",329.538783449862,-7.95793052522029
"1468","n1583","n640",329.538783449862,-7.95793052522029
"1469","n1584","n384",-59.7117225082684,78.7677050160116
"1470","n1584","n1270",-59.7117225082684,78.7677050160116
"1471","n1585","n413",247.405697011147,96.4488262626895
"1472","n1585","n1283",247.405697011147,96.4488262626895
"1473","n1585","n1351",247.405697011147,96.4488262626895
"1474","n1586","n529",198.6252830494,41.8969027269815
"1475","n1586","n1336",198.6252830494,41.8969027269815
"1476","n1586","n1870",198.6252830494,41.8969027269815
"1477","n1587","n19",-178.033019331531,60.0232542899838
"1478","n1587","n1521",-178.033019331531,60.0232542899838
"1479","n1588","n1145",-81.0127764967446,108.348029366733
"1480","n1588","n1365",-81.0127764967446,108.348029366733
"1481","n1588","n1632",-81.0127764967446,108.348029366733
"1482","n1588","n1917",-81.0127764967446,108.348029366733
"1483","n1589","n257",-142.637129924103,-55.4023485113501
"1484","n159","n1399",72.7976415241095,141.930666488173
"1485","n1590","n900",178.075445734741,73.3099062901875
"1486","n1591","n224",-26.2341389140882,237.326990100073
"1487","n1592","n1182",331.207197685082,-33.9977705604148
"1488","n1593","n1672",120.754775388255,301.241578243523
"1489","n1595","n819",99.2227955529986,-86.7495099946263
"1490","n1595","n857",99.2227955529986,-86.7495099946263
"1491","n1595","n991",99.2227955529986,-86.7495099946263
"1492","n1595","n1095",99.2227955529986,-86.7495099946263
"1493","n1595","n1312",99.2227955529986,-86.7495099946263
"1494","n1597","n745",-55.6639335056922,182.733865965466
"1495","n1598","n576",196.60039070711,-95.8926120216145
"1496","n1599","n232",100.563381069257,30.4461872270082
"1497","n1599","n254",100.563381069257,30.4461872270082
"1498","n1599","n272",100.563381069257,30.4461872270082
"1499","n1599","n480",100.563381069257,30.4461872270082
"1500","n1599","n600",100.563381069257,30.4461872270082
"1501","n1599","n634",100.563381069257,30.4461872270082
"1502","n1599","n747",100.563381069257,30.4461872270082
"1503","n1599","n817",100.563381069257,30.4461872270082
"1504","n1599","n965",100.563381069257,30.4461872270082
"1505","n1599","n1392",100.563381069257,30.4461872270082
"1506","n1599","n1641",100.563381069257,30.4461872270082
"1507","n160","n283",-85.5659182867773,-106.294256543052
"1508","n1600","n442",4.97566587118492,-138.736659595272
"1509","n1601","n33",-8.72619396097678,37.4678542741339
"1510","n1601","n424",-8.72619396097678,37.4678542741339
"1511","n1601","n655",-8.72619396097678,37.4678542741339
"1512","n1601","n752",-8.72619396097678,37.4678542741339
"1513","n1601","n1219",-8.72619396097678,37.4678542741339
"1514","n1602","n449",268.738268821069,177.389900657031
"1515","n1602","n947",268.738268821069,177.389900657031
"1516","n1602","n1236",268.738268821069,177.389900657031
"1517","n1603","n827",15.366967351348,-15.5820578849595
"1518","n1603","n1348",15.366967351348,-15.5820578849595
"1519","n1604","n109",41.8029415671256,119.994854304618
"1520","n1604","n1146",41.8029415671256,119.994854304618
"1521","n1606","n22",261.968547529636,-61.1219061544285
"1522","n1606","n1093",261.968547529636,-61.1219061544285
"1523","n1606","n1255",261.968547529636,-61.1219061544285
"1524","n1609","n1551",313.139196471383,93.3198809291436
"1525","n161","n161",158.659225664269,157.256058852199
"1526","n161","n881",158.659225664269,157.256058852199
"1527","n1610","n738",-174.230124324368,138.318449718521
"1528","n1610","n1013",-174.230124324368,138.318449718521
"1529","n1611","n991",173.901457087099,-119.240368562335
"1530","n1611","n1095",173.901457087099,-119.240368562335
"1531","n1612","n652",125.17493103481,-143.3789694495
"1532","n1613","n1390",173.895290638327,-61.4115535935324
"1533","n1613","n1613",173.895290638327,-61.4115535935324
"1534","n1614","n996",57.8729419182238,-176.629299563264
